LG,"Part #",Description,Quantity
Warehouse,"SPECIAL ORDER: S91004","Temperature Gauge for Triumph Series",0
Warehouse,"SPECIAL ORDER: S91006","Temperature Gauge for Charcoal Kettle Grills",0
Warehouse,"SPECIAL ORDER: S91007","Temperature Gauge for PRO Charcoal Kettle Grills",0
Warehouse,"SPECIAL ORDER: S91011","KIT, TEMP/BEZEL F365/425 FREESTYLE",0
Warehouse,"SPECIAL ORDER: S91026","Cover, Rotis Igniter with Screw (TPBQ)",0
Warehouse,"SPECIAL ORDER: S91183","Smoker Box Assembly, Small",0
Warehouse,"SPECIAL ORDER: SPARK48 - SIV","SPK001-01-SIV-SIV-0148"" ALL Silver Vein Table with cut-out for Large Egg",0
Warehouse,"SPECIAL ORDER: SPARK48 - SWA","SPK001-01-SWA-SWA-0148"" ALL Speckled Walnut Table with cut-out for Large Egg",0
Warehouse,"SPECIAL ORDER: SPARK54 - SIV","SPK002-02-SIV 54"" ALL Silver Vein Table with cut-out for XLarge Egg",0
Warehouse,"SPECIAL ORDER: SPARK54 - SWA","SPK002-02-SWA 54"" ALL Speckled Walnut Table with cut-out for XLarge Egg",0
Warehouse,"SPECIAL ORDER: SPK001-ACC001-SWA","Spark 48"" Bottom Shelf Kit - Speckled Walnut",0
Warehouse,"SPECIAL ORDER: SPK001-ACC003","Countertop Caddy for 48"" Spark",0
Warehouse,"SPECIAL ORDER: SPK001-ACC003 - SIV","Countertop Caddy for 48"" Spark - Silver",0
Warehouse,"SPECIAL ORDER: SPK001-ACC004-A","Black Aqualon Cover for 48"" Spark Cart",0
Warehouse,"SPECIAL ORDER: SPK002-ACC001-SWA","Spark 54"" Bottom Shelf Kit - Speckled Walnut",0
Warehouse,"SPECIAL ORDER: SS - LEG","Stainless Steel Adjustable Leg",9
Warehouse,"SPECIAL ORDER: TECGR-KIT","Twin Eagels Rotisserie Kit for Charcoal Grill, TECG30-C",0
Warehouse,"SPECIAL ORDER: TEIC4094","240 Volts Twin Eagles Incremental Control",0
Warehouse,"SPECIAL ORDER: TEOS24-LID","Twin Eagles S/S Lid for TEOS24 (Optional Accessory)",1
Warehouse,"SPECIAL ORDER: TKE-2","1""x 2"" x 94' Toe Kick Extension with Qty (2) -8"" corners",0
Warehouse,"SPECIAL ORDER: TQ310034","Burner TQ2225/TQ3225",0
Warehouse,"SPECIAL ORDER: VCE1BQ54","54"" Twin Eagles Eagle One Vinyl Cover, Built-In",0
Warehouse,"SPECIAL ORDER: VCE1BQ54F","54"" Twin Eagles Eagle One Vinyl Cover, Freestanding",0
Warehouse,"SPECIAL ORDER: VCSG24","Vinyl Cover, Salamangrill, TESG24",0
Warehouse,"SPECIAL ORDER: W175-0272","Conversion Kit - Natural Gas To Propane",0
Warehouse,"SPECIAL ORDER: W175-0681","Conversion Kit - Natural Gas to Propane",0
Warehouse,"SPECIAL ORDER: W190-0157-SER","Remote Control (NEFL42B-BT)",0
Warehouse,"SPECIAL ORDER: W190-0175-SER","CONTROL, PROFLAME 1 (7 DAY PILOT)",0
Warehouse,"SPECIAL ORDER: W300-0302-SER","Glass Screen",0
Warehouse,"SPECIAL ORDER: W445-0031","UNION FITTING 3/8"" / RACCORD 3/8”",0
Warehouse,"SPECIAL ORDER: W565-0138-SER","SCREEN, SAFETY (LS45)",0
Warehouse,"SPECIAL ORDER: Z305-0008","SIDE BURNER GRATE 325/410/425/495",0
Warehouse,"SPECIAL ORDER: Z570-0036","NGZ, SCREW,1/4-20 X 1 1/8"" PAN HEAD BLK",0
Warehouse,"SPECIAL ORDER: Z710-0002-M05","Drip Pan for an SE410/T410",0
Warehouse,"SPECIAL ORDER: Z735-0006","WASHER, FLAT M8 O.D. 24MM X 2MM THICK",0
Warehouse,"SPECIAL ORDER:: SPK002-ACC001-SIV","Spark 54"" Bottom Shelf Kit - Silver Vein",0
Warehouse,"SPECIAL ORDER:17TK-94W","Toe Kick, 94""' Powder Coated Aluminum",0
Warehouse,"SPECIAL ORDER:CAN-TRK-16x11","TRIM KIT",0
Warehouse,"SPECIAL ORDER:CAN-TRK-32x18","TRIM KIT",0
Warehouse,"SPECIAL ORDER:S16006","8” Bezel Loop Harness",0
Warehouse,STTR1-BZ-T,"St. Tropez Patioflame Table Rectangular-Bronze",9
Warehouse,STTR2-BZ-T,"St. Tropez Patioflame Table Square - Bronze",15
Warehouse,"Summer Savings POP Kit","Napoleon Summer Savings POP Kit",29
Warehouse,TAB1-BZ-B,"Kensington and St Tropez Rectangle Patioflame Base",13
Warehouse,TAB2-BZ-B,"Kensington and St Tropez Square Patioflame Base",31
Warehouse,TE1BQ42RS-L,"42"" Eagle One Gas Grill with Infrared Rotisserie and Sear Zone, LP",0
Warehouse,TE1BQ42RS-N,"42"" Eagle One Gas Grill with Infrared Rotisserie and Sear Zone, NG",1
Warehouse,TE1BQ54RS-L,"54"" Eagle One Gas Grill with Infrared Rotisserie & Sear Zone, LP",2
Warehouse,TE1BQ54RS-N,"54"" Eagle One Gas Grill with Infrared Rotisserie & Sear Zone, NG",1
Warehouse,TE24D,"24"" Twin Eagles Refrigerated Drawers *NEW*",4
Warehouse,TE24F,"24"" Twin Eagles Outdoor Refrigerator with Lock (Right Hinge) *NEW*",3
Warehouse,TEAD18L-C,"18"" Twin Eagles Single Access Doors (Soft Closing), Left",8
Warehouse,TEAD18R-C,"18"" Twin Eagles Single Access Doors (Soft Closing), Right",1
Warehouse,TEAD24L-C,"24"" Twin Eagles Single Access Door (Soft Closing), Left",7
Warehouse,TEAD24R-C,"24"" Twin Eagles Single Access Door (Soft Closing), Right",7
Warehouse,TEAD30-C,"30"" Twin Eagles Double Access Doors (Soft Closing)",15
Warehouse,TEAD36-C,"36"" Twin Eagles Double Access Doors (Soft Closing)",14
Warehouse,TEAD42-C,"42"" Twin Eagles Double Access Doors (Soft Closing)",5
Warehouse,TEBC30-CL,"30"" Twin Eagles Breakfast Club, LP",2
Warehouse,TEBC30-CN,"30"" Twin Eagles Breakfast Club, Nat.",4
Warehouse,TEBQ30G-CL,"30"" Twin Eagles Gas Grill, LP",4
Warehouse,TEBQ30G-CN,"30"" Twin Eagles Gas Grill, Nat.",1
Warehouse,TEBQ30R-CL,"30"" Twin Eagles Gas Grill with Infrared Rotisserie, LP",3
Warehouse,TEBQ30R-CN,"30"" Twin Eagles Gas Grill with Infrared Rotisserie, Nat.",0
Warehouse,TEBQ30RS-CL,"30"" Twin Eagles Gas Grill with Rotisserie and Sear Zone, LP",4
Warehouse,TEBQ30RS-CN,"30"" Twin Eagles with Infrared Rotisserie and Sear Zone, Nat.",4
Warehouse,TEBQ36G-CL,"36"" Twin Eagles Gas Grill, LP",2
Warehouse,TEBQ36G-CN,"36"" Twin Eagles Gas Grill, Nat.",6
Warehouse,TEBQ36R-CL,"Twin Eagles Gas Grill with Infrared Rotisserie, LP",6
Warehouse,TEBQ36R-CN,"36"" Twin Eagles Grill with Infrared Rotisserie, Nat.",4
Warehouse,TEBQ36RS-CL,"36"" Twin Eagles Gas Grill with Infrared Rotisserie & Sear Zone, LP",3
Warehouse,TEBQ36RS-CN,"36"" Twin Eagles Gas Grill with Infrared Rotisserie & Sear Zone, Nat.",3
Warehouse,TEBQ42G-CL,"42"" Twin Eagles Gas Grill, LP",2
Warehouse,TEBQ42G-CN,"42"" Twin Eagles Gas Grill, Nat.",2
Warehouse,TEBQ42R-CL,"42"" Twin Eagles Gas Grill with Infrared Rotisserie, LP",3
Warehouse,TEBQ42R-CN,"42"" Twin Eagles Gas Grill with Infrared Rotisserie, Nat.",4
Warehouse,TEBQ42RS-CL,"42"" Twin Eagles Gas Grill with Infrared Rotisserie and Sear Zone, LP",1
Warehouse,TEBQ42RS-CN,"42"" Twin Eagles Gas Grill with Infrared Rotisserie & Sear Zone, Nat.",2
Warehouse,TEBQ54RS-CL,"54"" Twin Eagles Gas Grill with Infrared Rotisserie & Sear Zone, LP",0
Warehouse,TEBQ54RS-CN,"54"" Twin Eagles Gas Grill with Infrared Rotisserie & Sear Zone, Nat.",1
Warehouse,TECT,"Twin Eagles Charcoal Tray",45
Warehouse,TEDD302-B,"30"" Twin Eagles 2-Drawer-Door Combo",0
Warehouse,TEDD362-B,"36"" Twin Eagles 2-Drawer-Door Combo",3
Warehouse,TEDD422-B,"42"" Twin Eagles 2-Drawer-Door Combo",1
Warehouse,TEDP-KIT-I,"Twin Eagles Ice Machine Drain Pump for TEIM15-I",1
Warehouse,TEDS36-B,"36"" Twin Eagles Dry Storage",5
Warehouse,TEDS36T-B,"36"" Twin Eagles Tall Dry Storage",4
Warehouse,TEEH2524,"Twin Eagles Electric Heater, 2500W, 240V, w/ TEIC Control",4
Warehouse,TEEH3524,"Twin Eagles Electric Heater, 3500W, 240V, w. TEIC Control",1
Warehouse,TEFC-KIT,"Twin Eagles Faucet Kit,  Cold (Optional Accessory)",5
Warehouse,TEFHC-KIT,"Twin Eagles Faucet Kit, Hot and Cold (Optional Accessory)",4
Warehouse,TEGB30SD-B,"30"" Twin Eagles Grill Base, w/ Storage Drawers, Single Door",0
Warehouse,TEGB36SD-B,"36"" Twin Eagles Grill Base, w/ Storage Drawers, Single Door",3
Warehouse,TEGB42SD-B,"42"" Twin Eagles Grill Base w/ Storage Drawers, Single Door",1
Warehouse,TEGB54SD-B,"54"" Twin Eagles Grill Base w/ Storage Drawers, 2 Doors",1
Warehouse,TEGH-AC,"Twin Eagles Gas Heater, AC adaptor (optional)",2
Warehouse,TEGH48-BL,"48"" Twin Eagles Gas Infrared Heater, LP",10
Warehouse,TEGH48-BN,"48"" Twin Eagles Gas Infrared Heater, Nat.",1
Warehouse,TEGP12,"12"" Twin Eagles Griddle Plate Attachment",3
Warehouse,TEGP18-PB,"18"" Griddle Plate Attachment for Power Burner",5
Warehouse,TEIJ24,"24"" Twin Eagles Insulating Jacket (All Stainless Steel)",4
Warehouse,TEIJ30,"30"" Twin Eagles Insulating Jacket (All Stainless Steel)",3
Warehouse,TEIJ36,"36"" Twin Eagles Insulating Jacket (All Stainless Steel)",8
Warehouse,TEIJ42,"42"" Twin Eagles Insulating Jacket (All Stainless Steel)",4
Warehouse,TEIJ54,"54"" Twin Eagles Insulating Jacket (All Stainless Steel)",0
Warehouse,TEIM15-I,"15"" Twin Eagles Outdoor Ice Machine",1
Warehouse,TEOB18-B,"18"" Twin Eagles Outdoor Bar",8
Warehouse,TEOB30-B,"30"" Twin Eagles Outdoor Bar",4
Warehouse,TEOC24D-B,"24"" Twin Eagles Outdoor Cooler, Drop-in",8
Warehouse,TEOR24-G,"24"" Twin Eagles Outdoor Refrigerator with Lock",2
Warehouse,TEOS24-B,"24"" Twin Eagles Outdoor Sink with S/S Cover (Faucet Not Included)",1
Warehouse,TEPB24HG-CL,"24"" Twin Eagles Power Burner Heavy Duty Grates, LP",5
Warehouse,TEPB24HG-CN,"24"" Twin Eagles Power Burner Heavy Duty Grates, Nat.",5
Warehouse,TEPG36G,"36"" Twin Eagles Pellet Grill and Smoker",6
Warehouse,TEPG36R,"36"" Twin Eagles Pellet Grill and Smoker with Rotisserie",4
Warehouse,TEPGB36,"36"" Twin Eagles Pellet Grill and Smoker Grill Base",1
Warehouse,TEPIJ36,"36"" Twin Eagles Pellet Grill and Smoker Insulating Jacket (All SS)",0
Warehouse,TEPT15SD-C,"15"" Twin Eagles Paper Towel Holder w/ Towel Bar and Compartment",8
Warehouse,TERE2010,"Replacement Element for TEEH-2524, 2500W",5
Warehouse,TERE2053,"Replacement Element for TEEH-3524, 3500W",2
Warehouse,TESB132-CL,"13"" Twin Eagles Double Side Burners, LP",7
Warehouse,TESB132-CN,"13"" Twin Eagles Double Side Burners, Nat.",3
Warehouse,TESD132-B,"13"" Twin Eagles Double Storage Drawer",4
Warehouse,TESD192-B,"19"" Twin Eagles Double Storage Drawer",2
Warehouse,TESD24GP-B,"24"" Twin Eagles Griddle Plate Storage Drawer",3
Warehouse,TESD301-B,"30"" Twin Eagles Single Storage Drawer",11
Warehouse,TESD361-B,"36"" Pellet Storage Drawer",4
Warehouse,TESZ-KIT,"Twin Eagles Sear Zone Kit, For All Grill Sizes, 30, 36, 42, 54",1
Warehouse,TETD182T-B,"18"" Twin Eagles Double Tall Trash Drawer, (2 Trash Cans Incl)",17
Warehouse,TETD18T-B,"18"" Twin Eagles Tall Trash Drawer, (Trash Can Included)",13
Warehouse,TETG30-CL,"30"" Twin Eagles Teppanyaki Grill, LP",1
Warehouse,TETG30-CN,"30"" Twin Eagles Teppenyaki Grill, Nat.",2
Warehouse,TETS-KIT,"Twin Eagles LP Tank Slide Kit",3
Warehouse,TEUB-KIT,"Twin Eagles U-Burner Kit, TEBQ30, TEBQ42, TEBQ54",2
Warehouse,TEUB36-KIT,"Twin Eagles U-Burner Kit, TEBQ36",1
Warehouse,TEVH36-C,"36"" Twin Eagles Vent Hood",5
Warehouse,TEVH48-C,"48"" Twin Eagles Vent Hood",3
Warehouse,TEVH60-C,"60"" Twin Eagles Vent Hood",1
Warehouse,TEVI-120I-C,"Internal Blower, 1200 CFM",4
Warehouse,TEWD30-C,"30"" Twin Eagles Warming Drawer",2
Warehouse,TEWD42C-C,"42"" Twin Eagles Warming Drawer Combo",1
Warehouse,TQ240-BL,"TRAVELQ  240 PORTABLE GAS GRILL, PROPANE, BLUE",16
Warehouse,TQ285-BL-1,"TravelQ 285 Portable Propane Gas Grill, Blue",9
Warehouse,TQ285-RD-1-A,"TravelQ 285 Portable Propane Gas Grill with Griddle, Red",6
Warehouse,TQ285X-BL-1,"TravelQ 285X Portable Propane Gas Grill with Scissor Cart, Blue",13
Warehouse,TQ285X-RD-1-A,"TravelQ 285X Portable Propane Gas Grill and Scissor Cart with Griddle, Red",5
Warehouse,"Trek Prime 2.0 Grill","Trek 2.0 Wi-Fi Enabled Portable Grill",179
Warehouse,UPTN1-GY,"Uptown Patioflame Table",12
Warehouse,VCBQ26-C,"26"" Delta Heat Vinyl Cover, Built-In",4
Warehouse,VCBQ26F-C,"26"" Delta Heat Vinyl Cover, Freestanding (for ""C"" Model Pedestal Base)",2
Warehouse,VCBQ30,"30"" Twin Eagles Vinyl Cover, Built-in",0
Warehouse,VCBQ30F,"30"" Twin Eagles Vinyl Cover, Freestanding",1
Warehouse,VCBQ32-C,"32"" Delta Heat Vinyl Cover, Built-In",2
Warehouse,VCBQ32F-C,"32"" Delta Heat Vinyl Cover, Freestanding",0
Warehouse,VCBQ36,"36"" Twin Eagles Vinyl Cover, Built-in",6
Warehouse,VCBQ36F,"36"" Twin Eagles Vinyl Cover, Freestanding",4
Warehouse,VCBQ38-C,"38"" Delta Heat Vinyl Cover, Built-in",25
Warehouse,VCBQ38F-C,"38"" Delta Heat Vinyl Cover, Freestanding",2
Warehouse,VCBQ42,"42"" Twin Eagles Vinyl Cover, Built-in",0
Warehouse,VCBQ42F,"42"" Twin Eagles Vinyl Cover, Freestanding",1
Warehouse,VCBQ54,"54"" Twin Eagles Vinyl Cover, Built-in",1
Warehouse,VCBQ54F,"54"" Twin Eagles Vinyl Cover, Freestanding (NEW)",1
Warehouse,VCBT30,"30"" Twin Eagles Vinyl Cover for TEBC and TETG, Built-in",3
Warehouse,VCBT30F,"30"" Twin Eagles Vinyl Cover for TEBC and TETG, Freestanding",8
Warehouse,VCDPO30,"30"" Delta Heat Pizza Oven Vinyl Cover, Freestanding",2
Warehouse,VCE1BQ42,"42"" Twin Eagles Eagle One Vinyl Cover, Built-In",8
Warehouse,VCE1BQ42F,"42"" Twin Eagles Eagle One Vinyl Cover, Freestanding",3
Warehouse,VCPB24,"24"" Twin Eagles Vinyl Cover for TEPB24, Built-in",1
Warehouse,VCPG36,"36"" Twin Eagles Vinyl Cover for TEPG36 Built-in",2
Warehouse,VCPG36F,"36"" Twin Eagles Vinyl Cover for TEPG36 Freestanding",2
Warehouse,VCPW22,"22"" Delta Heat Power Burner Vinyl Cover, Built-In",2
Warehouse,VCSB13,"13"" Twin Eagles Vinyl Cover for TESB, Built-in",1
Warehouse,VCTG32,"32"" Delta Heat Teppanyaki Grill Vinyl Cover, Built-In",0
Warehouse,"Veganshire (R) (6 pack)","Veganshire (R) (6 pack)",0
Warehouse,"W Sauce (R) (12 pack)","W Sauce (R) (12 pack)",2674
Warehouse,WTP,"On Demand Water System",11
Warehouse,"WTP-Preinstalled (COGI-90.125/93.125 WGRS)","WTP On-Demand Water System Pre-installed on a COGI-90.125 or 93.125-WGRS",5
